,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
3559,Bachelors,2014,Bangalore,3,32,Male,No,1,0
3560,Bachelors,2017,Bangalore,3,33,Male,No,3,0
3561,Bachelors,2014,Bangalore,3,37,Male,No,5,0
3562,Bachelors,2012,Bangalore,3,32,Male,No,3,0
3567,PHD,2016,New Delhi,3,41,Male,No,1,0
3568,PHD,2014,New Delhi,3,32,Female,No,0,0
3570,Masters,2017,New Delhi,2,31,Female,Yes,2,0
3572,Bachelors,2016,Bangalore,3,32,Male,No,4,0
3574,Bachelors,2013,Bangalore,3,34,Male,No,5,0
3577,Bachelors,2015,Bangalore,3,34,Female,Yes,2,0
3578,Masters,2015,New Delhi,3,39,Female,No,2,0
3579,Masters,2017,New Delhi,1,40,Female,No,0,0
3580,Bachelors,2016,Bangalore,3,38,Male,Yes,1,0
3581,Bachelors,2015,Pune,3,35,Male,No,3,0
3583,Bachelors,2017,Pune,3,41,Male,No,2,0
3584,Bachelors,2017,Bangalore,3,35,Female,No,3,0
3586,Bachelors,2017,New Delhi,2,33,Male,No,5,0
3587,Bachelors,2016,New Delhi,3,31,Female,Yes,4,0
3588,Masters,2013,New Delhi,3,35,Male,No,4,0
3589,Bachelors,2016,Bangalore,3,37,Female,No,1,0
3590,Bachelors,2015,Bangalore,3,31,Male,No,5,0
3592,Bachelors,2014,Bangalore,3,32,Male,No,3,0
3593,Bachelors,2015,Bangalore,3,32,Female,No,0,0
3594,Bachelors,2017,Bangalore,3,40,Female,No,5,0
3595,Bachelors,2012,Bangalore,3,34,Male,No,5,0
3596,Bachelors,2014,Pune,3,37,Male,No,4,0
3597,PHD,2015,Bangalore,3,40,Male,No,3,0
3600,Bachelors,2013,Bangalore,3,33,Male,No,1,0
3603,Masters,2017,New Delhi,1,36,Female,No,0,0
3604,Bachelors,2016,Bangalore,3,33,Male,No,1,0
3605,Bachelors,2014,Pune,3,31,Male,No,5,0
3607,Bachelors,2017,Bangalore,3,31,Male,No,1,0
3609,Bachelors,2013,Bangalore,3,38,Male,No,5,0
3611,Bachelors,2014,Pune,3,31,Male,No,3,0
3613,Bachelors,2013,Bangalore,3,39,Male,No,0,0
3614,Bachelors,2015,Bangalore,3,32,Female,No,4,0
3615,Bachelors,2014,Bangalore,3,34,Male,No,1,0
3616,Masters,2015,New Delhi,3,38,Male,No,1,0
3617,Bachelors,2014,Bangalore,1,39,Male,No,2,0
3618,Bachelors,2014,Bangalore,3,39,Male,No,5,0
3619,Bachelors,2016,Bangalore,3,33,Male,No,1,0
3621,Bachelors,2017,Pune,3,38,Male,Yes,1,0
3622,Masters,2017,New Delhi,2,33,Male,No,2,0
3623,Bachelors,2014,Bangalore,3,41,Male,No,5,0
3624,Masters,2017,Pune,1,39,Male,No,0,0
3625,Masters,2013,Pune,3,39,Male,No,2,0
3626,Bachelors,2014,Bangalore,3,41,Male,No,5,0
3627,Bachelors,2012,Bangalore,3,40,Male,No,4,0
3628,Bachelors,2014,Bangalore,3,36,Male,No,0,0
3629,Bachelors,2015,Bangalore,3,34,Male,No,0,0
3631,Bachelors,2015,Bangalore,3,31,Male,No,4,0
3632,Bachelors,2012,Bangalore,3,36,Male,Yes,0,0
3634,Bachelors,2017,Bangalore,3,32,Male,No,2,0
3635,Bachelors,2017,Pune,3,33,Male,Yes,5,0
3636,Bachelors,2016,Bangalore,3,34,Male,No,2,0
3637,Bachelors,2017,Bangalore,3,39,Male,No,3,0
3641,Bachelors,2017,Pune,3,41,Male,No,3,0
3642,Bachelors,2016,Bangalore,1,33,Female,Yes,3,0
3643,Masters,2017,New Delhi,1,40,Male,No,0,0
3646,Masters,2017,Bangalore,2,32,Male,No,2,0
3647,Bachelors,2014,Pune,3,32,Male,Yes,2,0
3648,Bachelors,2015,New Delhi,3,32,Female,No,2,0
3650,Bachelors,2015,Bangalore,3,40,Male,No,5,0
3651,Bachelors,2016,Bangalore,3,38,Male,No,1,0
3653,Masters,2017,New Delhi,2,40,Male,No,4,0
3654,Masters,2017,New Delhi,2,35,Male,No,2,0
3655,Bachelors,2016,Bangalore,3,33,Male,No,3,0
3656,Bachelors,2017,Bangalore,3,37,Male,No,4,0
3657,Bachelors,2013,Bangalore,3,38,Male,No,0,0
3659,Bachelors,2017,Bangalore,3,40,Female,No,2,0
3660,Bachelors,2015,New Delhi,3,33,Female,No,2,0
3662,Bachelors,2013,Bangalore,3,34,Male,No,5,0
3663,Bachelors,2017,New Delhi,3,38,Female,No,4,0
3665,Bachelors,2014,Pune,3,32,Female,No,4,0
3666,Bachelors,2013,Bangalore,3,35,Male,Yes,1,0
3668,Bachelors,2012,Bangalore,3,33,Female,No,4,0
3669,Bachelors,2012,New Delhi,3,41,Female,No,0,0
3671,Bachelors,2016,Bangalore,3,34,Male,No,3,0
3672,Masters,2017,New Delhi,2,40,Female,No,2,0
3674,Bachelors,2012,Bangalore,3,36,Male,No,5,0
3676,Bachelors,2012,Pune,3,31,Male,No,3,0
3677,Bachelors,2014,Bangalore,1,34,Female,No,5,0
3679,Masters,2017,New Delhi,2,32,Male,No,2,0
3680,Bachelors,2016,Bangalore,3,41,Male,No,2,0
3681,Masters,2014,New Delhi,3,33,Male,No,3,0
3683,Bachelors,2013,Pune,3,39,Female,No,2,0
3685,Bachelors,2017,New Delhi,3,34,Male,No,3,0
3686,Bachelors,2016,Pune,3,41,Male,Yes,5,0
3689,Bachelors,2017,Bangalore,3,41,Male,No,3,0
3692,Bachelors,2017,Bangalore,3,40,Female,No,3,0
3693,Masters,2017,Pune,3,35,Male,No,2,0
3694,Bachelors,2015,Pune,3,31,Male,No,1,0
3695,Bachelors,2016,Pune,3,39,Male,No,4,0
3698,Bachelors,2015,Bangalore,3,38,Male,No,5,0
3699,Bachelors,2015,Bangalore,3,35,Male,No,3,0
3700,Bachelors,2013,Bangalore,1,38,Male,No,4,0
3703,Bachelors,2015,Pune,3,35,Male,No,0,0
3705,Masters,2015,Bangalore,3,36,Male,No,0,0
3706,Bachelors,2017,Bangalore,3,35,Male,No,2,0
3708,Masters,2017,Bangalore,1,34,Male,No,1,0
3709,Bachelors,2015,Bangalore,3,36,Male,No,3,0
3710,Bachelors,2017,Pune,2,33,Male,No,3,0
3714,Bachelors,2017,Bangalore,3,31,Male,No,0,0
3717,Bachelors,2015,Bangalore,3,35,Male,Yes,2,0
3718,Bachelors,2012,Bangalore,3,38,Male,Yes,0,0
3720,Masters,2015,Pune,3,36,Male,No,3,0
3721,Masters,2014,New Delhi,3,32,Female,No,5,0
3726,Masters,2017,New Delhi,2,35,Female,No,0,0
3727,Masters,2017,New Delhi,2,38,Female,No,5,0
3730,Bachelors,2015,Bangalore,3,39,Male,No,2,0
3732,Masters,2017,Pune,2,37,Male,No,2,0
3733,Bachelors,2015,Bangalore,3,32,Female,No,5,0
3734,Bachelors,2017,New Delhi,2,38,Male,No,0,0
3737,Bachelors,2017,Pune,3,32,Male,No,4,0
3738,Masters,2017,New Delhi,3,37,Male,No,2,0
3739,Bachelors,2016,New Delhi,3,33,Male,No,2,0
3740,Bachelors,2016,Bangalore,3,39,Male,No,4,0
3742,Masters,2015,Pune,3,39,Male,No,5,0
3743,Bachelors,2015,Bangalore,3,34,Male,No,0,0
3744,Masters,2017,New Delhi,2,33,Male,No,4,0
3745,Bachelors,2012,Bangalore,3,33,Male,No,1,0
3746,Bachelors,2015,New Delhi,3,31,Male,No,0,0
3747,PHD,2016,Pune,3,31,Female,No,4,0
3748,Bachelors,2015,Bangalore,3,37,Female,No,4,0
3749,Bachelors,2012,Bangalore,3,33,Male,No,0,0
3750,Bachelors,2017,Pune,3,31,Male,No,0,0
3751,Bachelors,2017,Bangalore,3,41,Female,No,2,0
3752,Masters,2017,Pune,2,39,Male,No,2,0
3753,Masters,2013,New Delhi,3,32,Male,No,2,0
3754,Bachelors,2016,Pune,3,37,Male,No,3,0
3755,Bachelors,2014,Bangalore,3,37,Male,No,1,0
3757,Bachelors,2017,New Delhi,2,31,Male,No,2,0
3759,Bachelors,2012,Bangalore,3,38,Female,No,5,0
3760,Bachelors,2013,Bangalore,3,37,Female,No,1,0
3762,Bachelors,2015,Bangalore,3,33,Male,No,2,0
3763,Bachelors,2016,Bangalore,3,37,Male,No,4,0
3764,Bachelors,2016,Bangalore,3,41,Male,No,4,0
3765,Bachelors,2012,Bangalore,1,38,Female,No,1,0
3766,Bachelors,2016,Pune,3,40,Male,No,5,0
3768,Bachelors,2016,New Delhi,3,33,Male,No,1,0
3769,Masters,2013,New Delhi,3,37,Male,Yes,2,0
3770,Bachelors,2017,New Delhi,2,36,Female,No,2,0
3771,Bachelors,2012,Bangalore,3,36,Female,No,5,0
3772,Bachelors,2015,Bangalore,3,41,Male,No,1,0
3773,Masters,2014,New Delhi,3,40,Male,No,5,0
3774,Bachelors,2016,Bangalore,3,36,Female,No,0,0
3776,Bachelors,2015,Pune,3,33,Male,No,5,0
3777,Masters,2017,New Delhi,2,37,Female,No,2,0
3778,Bachelors,2017,New Delhi,2,33,Male,No,0,0
3779,Bachelors,2014,Bangalore,3,40,Female,No,4,0
3783,Bachelors,2014,Bangalore,3,34,Male,No,3,0
3784,Bachelors,2012,Pune,3,39,Male,No,5,0
3786,Bachelors,2016,Bangalore,3,37,Male,No,2,0
3787,Bachelors,2012,New Delhi,3,40,Male,No,3,0
3789,Bachelors,2016,Bangalore,3,40,Male,Yes,1,0
3790,Bachelors,2014,New Delhi,3,38,Female,No,0,0
3791,Bachelors,2016,Bangalore,3,34,Male,Yes,1,0
3793,Bachelors,2015,Bangalore,3,40,Male,No,5,0
3794,Bachelors,2015,New Delhi,3,40,Female,No,1,0
3797,Bachelors,2013,Pune,3,32,Male,No,1,0
3798,Masters,2017,New Delhi,1,35,Male,No,5,0
3799,Bachelors,2016,Bangalore,1,38,Male,No,3,0
3800,Bachelors,2017,Pune,3,34,Female,No,1,0
3802,Bachelors,2013,Bangalore,3,37,Male,No,5,0
3803,Bachelors,2017,New Delhi,2,37,Male,No,4,0
3804,Bachelors,2014,Bangalore,3,35,Male,No,2,0
3805,Bachelors,2016,Bangalore,3,40,Male,No,0,0
3806,Bachelors,2012,Bangalore,3,40,Male,Yes,2,0
3808,Masters,2013,New Delhi,3,41,Female,No,2,0
3809,Bachelors,2015,Bangalore,3,34,Female,No,4,0
3810,Bachelors,2012,New Delhi,3,34,Female,No,4,0
3812,Masters,2016,New Delhi,3,39,Female,No,1,0
3813,Bachelors,2014,New Delhi,3,41,Male,No,5,0
3814,Bachelors,2015,Bangalore,3,40,Male,No,0,0
3815,Bachelors,2017,Bangalore,3,34,Female,No,5,0
3816,Bachelors,2013,Bangalore,3,31,Male,No,2,0
3817,Bachelors,2012,Pune,3,40,Male,No,3,0
3818,Bachelors,2013,Pune,3,32,Male,No,5,0
3820,Bachelors,2016,Bangalore,3,40,Male,No,3,0
3821,PHD,2013,Bangalore,3,41,Male,No,4,0
3822,Bachelors,2014,Bangalore,3,36,Female,No,0,0
3824,Bachelors,2016,New Delhi,3,37,Male,No,3,0
3825,Bachelors,2015,Pune,3,38,Male,No,4,0
3826,Bachelors,2017,Bangalore,3,32,Male,No,4,0
3827,Bachelors,2017,Pune,3,33,Male,No,1,0
3828,Bachelors,2015,Bangalore,3,38,Male,No,5,0
3830,Bachelors,2014,Bangalore,3,35,Male,Yes,0,0
3831,Masters,2016,New Delhi,3,37,Female,No,5,0
3832,Bachelors,2016,Bangalore,3,37,Male,Yes,2,0
3833,Bachelors,2015,Bangalore,3,36,Male,No,2,0
3836,Bachelors,2016,Pune,3,32,Male,No,3,0
3839,Masters,2017,Pune,2,40,Male,No,5,0
3840,Bachelors,2016,Bangalore,3,37,Female,No,4,0
3841,Bachelors,2015,Bangalore,1,36,Male,No,1,0
3842,Bachelors,2012,Pune,3,41,Female,No,1,0
3843,Bachelors,2016,Pune,3,36,Male,No,0,0
3844,Bachelors,2017,Bangalore,3,31,Female,No,2,0
3845,Bachelors,2017,Pune,3,31,Male,No,3,0
3846,Bachelors,2014,Pune,3,33,Male,No,2,0
3847,Bachelors,2017,Bangalore,3,35,Male,Yes,0,0
3848,PHD,2016,New Delhi,3,34,Male,No,1,0
3849,Bachelors,2014,Bangalore,3,39,Female,No,4,0
3853,Bachelors,2014,Bangalore,3,34,Male,Yes,1,0
3854,Masters,2014,Pune,3,39,Male,No,2,0
3856,Bachelors,2017,New Delhi,2,34,Male,No,2,0
3857,Bachelors,2013,Bangalore,3,36,Female,No,5,0
3859,Bachelors,2012,Pune,3,37,Male,No,5,0
3860,Bachelors,2016,Bangalore,3,36,Male,No,4,0
3861,Bachelors,2014,New Delhi,3,38,Female,No,1,0
3862,Bachelors,2017,Bangalore,3,38,Female,No,3,0
3864,Bachelors,2012,Bangalore,3,34,Male,No,2,0
3865,Bachelors,2015,Bangalore,3,31,Male,No,2,0
3868,Bachelors,2017,Bangalore,3,31,Male,Yes,2,0
3870,Bachelors,2015,Bangalore,3,31,Female,No,5,0
3873,Bachelors,2015,Bangalore,1,41,Male,No,1,0
3874,Bachelors,2017,Pune,3,34,Male,No,5,0
3875,Bachelors,2014,Bangalore,3,36,Male,Yes,3,0
3876,Bachelors,2013,Pune,3,35,Male,No,1,0
3877,Masters,2017,New Delhi,3,38,Female,No,3,0
3878,Bachelors,2017,Bangalore,3,33,Male,No,1,0
3879,Bachelors,2014,Bangalore,3,38,Female,No,2,0
3881,Bachelors,2017,Pune,2,40,Male,No,4,0
3882,Bachelors,2013,New Delhi,3,39,Male,No,5,0
3883,Bachelors,2014,New Delhi,3,33,Female,No,4,0
3885,Bachelors,2013,Bangalore,3,39,Male,No,2,0
3886,Bachelors,2015,Bangalore,3,38,Female,No,4,0
3887,Bachelors,2013,Bangalore,3,38,Male,No,2,0
3888,Bachelors,2017,Bangalore,3,35,Male,No,0,0
3890,Bachelors,2017,Bangalore,3,41,Male,No,5,0
3892,Bachelors,2016,Bangalore,3,40,Male,Yes,1,0
3895,Bachelors,2014,Pune,3,41,Male,No,4,0
3896,Bachelors,2014,Bangalore,3,35,Male,Yes,1,0
3897,Bachelors,2017,Bangalore,3,38,Male,No,5,0
3898,Bachelors,2017,New Delhi,2,41,Female,No,0,0
3899,Bachelors,2012,Bangalore,1,34,Male,No,0,0
3901,Bachelors,2014,Bangalore,3,37,Male,No,5,0
3904,Masters,2012,New Delhi,3,34,Female,No,3,0
3905,Bachelors,2015,Bangalore,3,39,Male,No,1,0
3907,Bachelors,2012,Bangalore,3,34,Male,No,1,0
3908,Bachelors,2016,Bangalore,3,31,Female,No,2,0
3909,Bachelors,2016,Bangalore,3,39,Female,No,0,0
3910,Bachelors,2013,Bangalore,3,31,Female,No,1,0
3911,Bachelors,2012,Bangalore,3,36,Male,No,1,0
3912,Bachelors,2017,New Delhi,3,37,Male,No,0,0
3914,PHD,2017,Pune,3,41,Male,No,2,0
3917,Bachelors,2017,Bangalore,3,35,Male,No,1,0
3918,Bachelors,2013,Bangalore,3,32,Male,No,1,0
3920,Bachelors,2015,Bangalore,3,41,Male,No,4,0
3921,Bachelors,2012,Bangalore,3,33,Male,Yes,0,0
3924,Bachelors,2015,Bangalore,1,36,Female,No,2,0
3925,Masters,2017,Bangalore,2,31,Male,No,5,0
3929,Bachelors,2015,Bangalore,3,38,Male,No,1,0
3930,Bachelors,2017,Pune,2,31,Male,No,0,0
3931,Bachelors,2014,Bangalore,3,34,Male,No,4,0
3932,Bachelors,2017,Bangalore,3,40,Male,No,2,0
3933,Bachelors,2012,Bangalore,3,36,Male,No,1,0
3934,Bachelors,2015,Bangalore,3,36,Female,No,2,0
3935,Bachelors,2017,New Delhi,2,41,Female,No,4,0
3936,Bachelors,2017,Bangalore,3,37,Male,No,3,0
3937,Bachelors,2017,New Delhi,3,33,Male,No,5,0
3938,Bachelors,2017,New Delhi,3,41,Female,No,4,0
3939,Bachelors,2017,Bangalore,3,37,Female,No,2,0
3940,Bachelors,2017,Pune,3,38,Male,Yes,5,0
3942,Bachelors,2017,Pune,3,37,Female,No,0,0
3944,Bachelors,2012,Pune,3,32,Male,No,1,0
3946,Bachelors,2013,Pune,3,36,Male,No,3,0
3947,Bachelors,2015,Bangalore,3,34,Female,No,2,0
3948,Bachelors,2014,Bangalore,3,37,Female,No,3,0
3949,Bachelors,2016,Bangalore,3,40,Female,Yes,4,0
3950,Bachelors,2014,Pune,3,33,Male,No,4,0
3951,Bachelors,2016,Bangalore,3,39,Female,No,4,0
3952,Bachelors,2012,Bangalore,3,40,Male,No,4,0
3954,Bachelors,2016,Pune,3,40,Male,No,5,0
3955,PHD,2013,Bangalore,3,32,Male,No,5,0
3956,Bachelors,2012,Bangalore,3,33,Male,No,1,0
3958,Masters,2016,New Delhi,3,41,Female,No,4,0
3959,Bachelors,2016,Bangalore,3,34,Male,No,4,0
3960,Bachelors,2016,Bangalore,3,39,Male,No,7,0
3961,Bachelors,2014,Bangalore,3,35,Male,No,5,0
3962,Bachelors,2016,Pune,3,38,Female,No,7,0
3963,Bachelors,2016,Bangalore,3,33,Male,No,6,0
3964,Bachelors,2014,Pune,3,33,Male,No,6,0
3965,Bachelors,2012,Bangalore,3,35,Male,No,5,0
3966,PHD,2013,New Delhi,3,40,Male,No,5,0
3967,Bachelors,2012,Bangalore,3,40,Female,No,5,0
3968,Bachelors,2017,Bangalore,3,39,Male,No,5,0
3969,Bachelors,2017,Bangalore,3,33,Female,No,6,0
3970,Bachelors,2014,Bangalore,3,32,Female,No,5,0
3972,Bachelors,2017,New Delhi,2,33,Male,No,6,0
3974,Bachelors,2013,Bangalore,3,35,Female,No,5,0
3977,Masters,2017,Pune,2,38,Female,No,2,0
3979,Masters,2017,New Delhi,2,40,Female,Yes,2,0
3981,Bachelors,2013,Bangalore,3,34,Male,No,6,0
3982,Bachelors,2012,Bangalore,1,35,Male,No,7,0
3983,Masters,2013,New Delhi,1,41,Male,No,5,0
3984,PHD,2014,New Delhi,2,37,Female,No,5,0
3985,Bachelors,2015,Pune,3,34,Male,Yes,7,0
3986,Bachelors,2014,Bangalore,3,35,Male,Yes,5,0
3987,Bachelors,2013,Bangalore,1,38,Male,No,6,0
3988,Bachelors,2016,Bangalore,3,38,Female,No,7,0
3989,Bachelors,2015,Pune,2,41,Female,No,7,0
3991,Bachelors,2017,Pune,2,22,Male,No,0,0
3993,Bachelors,2012,Bangalore,3,22,Male,No,0,0
3994,Bachelors,2017,New Delhi,3,25,Female,No,3,0
3995,Bachelors,2016,Bangalore,3,29,Male,No,0,0
3996,Bachelors,2017,New Delhi,3,36,Female,No,0,0
3997,Bachelors,2014,Bangalore,3,37,Female,No,1,0
4001,Bachelors,2012,Bangalore,3,31,Male,No,0,0
4002,Bachelors,2015,New Delhi,3,36,Female,No,2,0
4003,Bachelors,2016,Bangalore,3,31,Male,Yes,5,0
4004,Bachelors,2015,Bangalore,3,34,Male,No,4,0
4006,Bachelors,2014,Bangalore,3,28,Male,No,2,0
4007,Bachelors,2015,Bangalore,3,31,Male,No,1,0
4008,Bachelors,2017,Bangalore,3,35,Male,No,5,0
4009,Bachelors,2012,Bangalore,1,28,Female,Yes,1,0
4013,Bachelors,2017,Pune,3,25,Male,No,3,0
4014,Masters,2017,New Delhi,2,31,Female,No,2,0
4016,Bachelors,2016,Bangalore,3,36,Female,No,2,0
4017,PHD,2017,New Delhi,3,40,Male,No,3,0
4018,Masters,2012,New Delhi,3,34,Female,No,2,0
4020,Bachelors,2012,Bangalore,3,38,Male,No,3,0
4021,Bachelors,2017,New Delhi,2,22,Female,No,0,0
4024,Bachelors,2012,New Delhi,3,22,Female,No,0,0
4025,Bachelors,2016,Bangalore,3,22,Male,No,0,0
4026,Bachelors,2012,Bangalore,3,29,Male,No,4,0
4027,Bachelors,2017,Bangalore,3,34,Male,No,5,0
4028,Bachelors,2017,Bangalore,2,23,Male,No,1,0
4031,Masters,2017,Bangalore,3,38,Male,No,2,0
4032,Bachelors,2014,Pune,3,37,Male,No,4,0
4033,Bachelors,2017,New Delhi,2,25,Female,No,3,0
4035,Bachelors,2016,Bangalore,3,26,Female,No,4,0
4040,Bachelors,2017,New Delhi,2,27,Female,No,5,0
4042,Bachelors,2012,Bangalore,3,24,Male,No,2,0
4043,Bachelors,2017,Bangalore,3,28,Female,No,3,0
4044,Bachelors,2016,Bangalore,3,24,Male,No,2,0
4045,Bachelors,2014,Bangalore,3,27,Male,No,5,0
4046,Bachelors,2017,New Delhi,3,23,Male,No,1,0
4047,Bachelors,2013,Bangalore,3,30,Female,No,5,0
4048,Bachelors,2014,Bangalore,3,22,Male,No,0,0
4049,Bachelors,2014,Pune,3,27,Male,No,5,0
4050,Masters,2017,New Delhi,3,32,Male,No,2,0
4051,Masters,2014,Pune,1,33,Female,No,1,0
4055,Bachelors,2012,Pune,3,24,Male,No,2,0
4056,Bachelors,2014,Bangalore,3,33,Male,No,5,0
4058,Masters,2017,New Delhi,2,27,Female,No,5,0
4061,Bachelors,2015,Bangalore,3,30,Male,No,2,0
4063,Bachelors,2013,New Delhi,3,26,Female,Yes,4,0
4064,Masters,2017,New Delhi,2,35,Male,No,2,0
4067,Bachelors,2017,Bangalore,1,34,Male,Yes,0,0
4068,Bachelors,2012,Bangalore,3,38,Female,No,0,0
4072,Bachelors,2015,Bangalore,3,32,Male,No,1,0
4073,Masters,2015,Pune,2,34,Female,No,2,0
4074,Bachelors,2017,Bangalore,3,36,Female,No,1,0
4075,Bachelors,2015,Bangalore,3,32,Male,No,1,0
4076,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
4077,Bachelors,2017,New Delhi,2,26,Female,No,4,0
4078,Bachelors,2013,Pune,3,35,Male,No,1,0
4079,Bachelors,2014,Pune,3,33,Male,No,4,0
4083,Bachelors,2013,Bangalore,3,34,Female,Yes,2,0
4085,Bachelors,2012,Pune,3,36,Male,No,4,0
4087,PHD,2013,Bangalore,3,28,Male,No,4,0
4088,Bachelors,2016,Bangalore,3,33,Female,No,4,0
4089,Bachelors,2013,Bangalore,3,39,Male,No,3,0
4090,Bachelors,2015,New Delhi,3,25,Female,Yes,3,0
4091,Bachelors,2014,Pune,3,32,Male,No,2,0
4097,Bachelors,2012,New Delhi,3,38,Female,No,1,0
4098,Bachelors,2014,Bangalore,3,22,Male,No,0,0
4100,Bachelors,2012,Bangalore,3,37,Male,No,5,0
4103,Bachelors,2012,New Delhi,3,28,Female,No,1,0
4104,Bachelors,2016,Pune,3,29,Male,Yes,5,0
4105,Bachelors,2013,Pune,3,25,Male,No,3,0
4108,Bachelors,2012,Bangalore,3,39,Male,No,3,0
4109,Bachelors,2012,Pune,1,35,Male,No,1,0
4110,Bachelors,2017,Bangalore,3,37,Male,No,2,0
4113,Bachelors,2013,Pune,3,32,Male,No,2,0
4115,Bachelors,2015,Bangalore,3,23,Female,No,1,0
4116,Bachelors,2014,Pune,3,26,Male,No,4,0
4118,Bachelors,2013,Bangalore,3,40,Female,No,3,0
4119,Bachelors,2015,New Delhi,3,22,Male,No,0,0
4120,Bachelors,2015,Bangalore,3,30,Male,No,0,0
4121,Bachelors,2014,Bangalore,3,30,Male,No,1,0
4124,Bachelors,2013,Bangalore,1,27,Female,No,5,0
4127,Bachelors,2014,New Delhi,3,33,Female,Yes,4,0
4128,Bachelors,2012,Bangalore,3,37,Male,No,4,0
4129,Bachelors,2014,New Delhi,3,40,Female,No,3,0
4131,Bachelors,2017,Pune,2,34,Male,No,2,0
4132,Bachelors,2017,New Delhi,3,40,Male,No,1,0
4134,Bachelors,2013,Pune,3,33,Male,No,5,0
4135,Bachelors,2016,Bangalore,3,22,Female,No,0,0
4138,Bachelors,2013,Pune,3,25,Female,No,3,0
4140,Bachelors,2016,Bangalore,3,25,Female,No,3,0
4142,Bachelors,2013,Bangalore,3,26,Female,No,4,0
4143,Masters,2015,Pune,1,23,Female,No,1,0
4145,Masters,2017,New Delhi,2,34,Male,Yes,2,0
4146,Masters,2017,New Delhi,3,35,Female,No,2,0
4147,Bachelors,2014,Pune,3,23,Male,No,1,0
4149,Bachelors,2015,Pune,3,32,Female,No,1,0
4150,Bachelors,2015,Bangalore,3,26,Male,No,4,0
4151,Bachelors,2014,Bangalore,3,28,Male,No,3,0
4152,Masters,2015,Pune,2,24,Female,No,2,0
4153,Bachelors,2017,Bangalore,3,33,Male,No,4,0
4154,PHD,2016,New Delhi,3,22,Male,No,0,0
4155,Masters,2015,Pune,2,39,Female,No,2,0
4158,Bachelors,2012,New Delhi,3,36,Female,No,4,0
4159,Bachelors,2012,Pune,2,38,Male,No,5,0
4160,Bachelors,2013,Bangalore,3,24,Male,Yes,2,0
4161,Bachelors,2016,Bangalore,3,28,Male,No,1,0
4163,Bachelors,2013,New Delhi,3,23,Female,No,1,0
4165,Bachelors,2013,Bangalore,3,37,Male,No,5,0
4167,Bachelors,2014,Pune,3,33,Male,Yes,4,0
4168,Bachelors,2015,Bangalore,3,38,Female,No,5,0
4169,Bachelors,2015,Pune,3,40,Male,Yes,0,0
4170,Bachelors,2014,Bangalore,3,34,Male,No,4,0
4171,Masters,2017,New Delhi,2,26,Male,No,4,0
4172,Bachelors,2016,Pune,3,25,Male,No,3,0
4173,Bachelors,2016,Pune,3,24,Female,No,2,0
4175,PHD,2013,New Delhi,3,27,Male,No,5,0
4176,Masters,2013,New Delhi,3,30,Female,No,3,0
4178,Bachelors,2017,Bangalore,3,40,Male,No,0,0
4180,Bachelors,2016,Pune,3,38,Male,Yes,0,0
4181,Bachelors,2014,New Delhi,3,34,Female,No,5,0
4182,Masters,2017,Pune,2,24,Male,No,2,0
4183,Bachelors,2016,Bangalore,3,38,Male,No,4,0
4184,Bachelors,2014,Pune,1,37,Male,No,1,0
4185,Bachelors,2015,Bangalore,3,22,Male,No,0,0
4188,Bachelors,2016,Pune,3,23,Male,No,1,0
4189,Bachelors,2012,New Delhi,3,34,Female,No,2,0
4190,Bachelors,2017,Bangalore,3,28,Male,No,2,0
4191,Bachelors,2012,Pune,3,24,Male,Yes,2,0
4192,Masters,2017,Bangalore,2,35,Female,No,0,0
4193,Bachelors,2015,Bangalore,3,30,Male,No,2,0
4195,Bachelors,2015,Bangalore,3,27,Female,No,5,0
4196,Bachelors,2016,Bangalore,3,32,Male,No,4,0
4197,Bachelors,2014,Pune,3,36,Female,No,5,0
4198,Bachelors,2012,Bangalore,3,26,Male,Yes,4,0
4199,Bachelors,2012,Bangalore,1,35,Male,No,4,0
4200,PHD,2012,New Delhi,3,25,Male,No,3,0
4202,Bachelors,2012,Bangalore,3,36,Female,No,3,0
4203,Bachelors,2013,Bangalore,3,30,Male,No,1,0
4206,Bachelors,2012,Bangalore,3,24,Male,No,2,0
4207,Bachelors,2012,Bangalore,3,32,Male,No,4,0
4209,Bachelors,2014,Pune,3,29,Male,No,3,0
4211,Bachelors,2017,Pune,3,23,Male,No,1,0
4212,Bachelors,2013,Bangalore,3,25,Female,No,3,0
4213,Bachelors,2012,New Delhi,1,31,Female,No,3,0
4215,Bachelors,2014,Bangalore,3,27,Male,No,5,0
4216,PHD,2015,New Delhi,2,39,Female,No,5,0
4218,Bachelors,2013,Bangalore,3,23,Male,No,1,0
4219,Masters,2017,New Delhi,2,34,Female,No,4,0
4221,Bachelors,2012,Bangalore,3,23,Male,No,1,0
4222,Bachelors,2017,New Delhi,3,27,Male,No,5,0
4223,Masters,2017,Pune,2,38,Female,No,2,0
4224,Bachelors,2014,Bangalore,3,27,Female,No,5,0
4225,Bachelors,2016,Bangalore,3,22,Male,No,0,0
4227,Bachelors,2012,Bangalore,3,40,Male,No,3,0
4228,Bachelors,2016,Bangalore,3,33,Female,No,3,0
4229,Bachelors,2014,Bangalore,3,31,Male,No,0,0
4230,Bachelors,2017,Pune,3,33,Male,No,4,0
